Requests_Per_Second,Latency_Mean_ms,Latency_P99_ms,Errors_Count
181,2.5950825248618785,4.806893199999999,0.0
181,2.512987220994475,2.7417831999999995,0.0
183,2.5170034426229506,2.7628366,0.0
184,2.650710451086957,5.720364989999996,0.0
185,2.5289341783783783,2.77205672,0.0
186,2.606179510752688,4.9892115500000065,0.0
187,2.5444773743315507,2.8620705799999904,0.0
189,2.6069463227513228,4.919673680000003,0.0
189,2.5211404497354497,2.7708642,0.0
190,2.638966057894737,6.029895109999999,0.0
191,2.5238294031413613,2.772648,0.0
193,2.6827403005181347,6.270019199999979,0.0
193,2.5129792538860105,2.7532816799999997,0.0
195,2.668825076923077,7.5186747,0.0
195,2.510204723076923,2.65733062,0.0
197,2.6705460456852794,6.141821159999997,0.0
198,2.5147485252525255,2.7263982,0.0
198,2.644131661616161,5.9133955899999995,0.0
200,2.54108723,3.641617409999994,0.0
201,2.51575739800995,2.755621,0.0
201,2.6688588009950247,7.358438,0.0
202,2.502724891089109,2.56895159,0.0
203,2.6865564827586206,7.017649479999991,0.0
205,2.5219269121951218,2.7739964,0.0
204,2.7012633235294117,7.05771548,0.0
206,2.5142758786407766,2.7522439999999997,0.0
206,2.699486844660194,7.170060849999998,0.0
208,2.553137288461538,2.7791545,0.0
208,2.6623947644230768,5.855597670000001,0.0
209,2.5245560574162678,2.8049726799999997,0.0
210,2.732474342857143,7.6074258,0.0
210,2.5277977666666667,2.7629975,0.0
211,2.7307727440758294,7.761135100000002,0.0
213,2.530132544600939,2.7628275999999996,0.0
213,2.521054704225352,2.75798712,0.0
214,2.808792901869159,9.611168050000002,0.0
215,2.5207839720930236,2.6564075199999992,0.0
216,2.701437490740741,7.181810049999999,0.0
216,2.5097058888888886,2.7456405,0.0
218,2.7512019678899082,8.82176332999999,0.0
218,2.5117080917431194,2.61077503,0.0
219,2.794253812785388,9.393676219999998,0.0
220,2.520996131818182,2.7581182,0.0
220,2.7719580454545456,9.376586070000002,0.0
222,2.513186527027027,2.75655029,0.0
222,2.7902211126126124,9.239793889999998,0.0
223,2.5210311524663673,2.78580298,0.0
224,2.789211674107143,9.096562250000003,0.0
225,2.5049946577777775,2.672887799999998,0.0
226,2.506549398230088,2.61525225,0.0
226,2.7525558274336284,9.12711375,0.0
227,2.5153593656387665,2.8200893600000008,0.0
229,2.7907957816593885,9.06557808,0.0
228,2.509774201754386,2.6420664899999995,0.0
230,2.9002932739130434,11.787913160000008,0.0
231,2.5317388051948053,2.770083,0.0
231,2.824520502164502,9.313688399999998,0.0
233,2.5419139957081542,2.83436936,0.0
233,2.9425483519313302,12.060403760000003,0.0
234,2.511628700854701,2.78398897,0.0
235,2.7957035063829787,9.548148819999998,0.0
235,2.5184603617021275,2.7655282,0.0
237,2.8739557974683545,11.05831727999999,0.0
237,2.5028573206751057,2.7341030399999995,0.0
238,2.5198384873949577,3.3432486899999962,0.0
239,2.767512230125523,9.683346200000008,0.0
240,2.5121496750000003,2.7833305999999998,0.0
241,2.8705587510373443,11.636161999999995,0.0
241,2.5188617178423236,2.7547876000000002,0.0
243,2.922407962962963,11.385606999999984,0.0
243,2.5152366378600823,2.751052359999999,0.0
244,2.917222241803279,11.174916539999991,0.0
245,2.5274317020408166,2.76638844,0.0
245,2.9615715959183677,12.413862440000003,0.0
247,2.5111322348178136,2.7919877399999997,0.0
247,3.0073066234817816,12.562350899999998,0.0
248,2.5056904838709677,2.7794883,0.0
249,3.0038680843373498,12.823457200000012,0.0
179,2.5192264301675977,2.78599768,0.0
